Age,Range,Income Range,Employment Status,Residency,Eligible Schemes
18-25,"₹1,00,000 - ₹2,50,000",Unemployed,Rural,"Rural Rehabilitation Scheme, Startup Incubation Scheme"
46-55,"Above ₹5,00,000",Retired,Rural,"Senior Citizen Welfare Scheme, Housing Development Program, Startup Incubation Scheme"
46-55,"₹50,000 - ₹1,00,000",Student,Urban,"Urban Empowerment Scheme, Startup Incubation Scheme"
36-45,"₹1,00,000 - ₹2,50,000",Student,Rural,Startup Incubation Scheme
56-65,"₹2,50,000 - ₹5,00,000",Employed,Rural,Startup Incubation Scheme
26-35,"₹50,000 - ₹1,00,000",Student,Rural,Startup Incubation Scheme
56-65,"₹2,50,000 - ₹5,00,000",Retired,Urban,"Senior Citizen Welfare Scheme, Startup Incubation Scheme"
18-25,"₹2,50,000 - ₹5,00,000",Employed,Urban,Startup Incubation Scheme
36-45,"Below ₹50,000",Retired,Rural,"Senior Citizen Welfare Scheme, Education Grant Program, Startup Incubation Scheme"
36-45,"Above ₹5,00,000",Employed,Rural,"Housing Development Program, Startup Incubation Scheme"
18-25,"Above ₹5,00,000",Student,Urban,"Housing Development Program, Startup Incubation Scheme, Youth Development Program"
18-25,"Above ₹5,00,000",Employed,Urban,"Housing Development Program, Startup Incubation Scheme"
18-25,"₹1,00,000 - ₹2,50,000",Employed,Urban,Startup Incubation Scheme
18-25,"Below ₹50,000",Employed,Urban,"Education Grant Program, Startup Incubation Scheme"
46-55,"Above ₹5,00,000",Employed,Urban,"Housing Development Program, Startup Incubation Scheme"
46-55,"Below ₹50,000",Student,Rural,"Education Grant Program, Startup Incubation Scheme"
56-65,"₹1,00,000 - ₹2,50,000",Unemployed,Rural,"Rural Rehabilitation Scheme, Startup Incubation Scheme"
36-45,"₹1,00,000 - ₹2,50,000",Retired,Urban,"Senior Citizen Welfare Scheme, Startup Incubation Scheme"
36-45,"Above ₹5,00,000",Unemployed,Rural,"Housing Development Program, Rural Rehabilitation Scheme, Startup Incubation Scheme"
56-65,"Above ₹5,00,000",Employed,Rural,"Housing Development Program, Startup Incubation Scheme"
46-55,"Above ₹5,00,000",Student,Urban,"Housing Development Program, Startup Incubation Scheme"
18-25,"₹50,000 - ₹1,00,000",Student,Rural,"Startup Incubation Scheme, Youth Development Program"
56-65,"₹2,50,000 - ₹5,00,000",Unemployed,Urban,Startup Incubation Scheme
26-35,"₹2,50,000 - ₹5,00,000",Unemployed,Urban,Startup Incubation Scheme
56-65,"Below ₹50,000",Student,Rural,"Education Grant Program, Startup Incubation Scheme"
36-45,"₹50,000 - ₹1,00,000",Retired,Urban,"Senior Citizen Welfare Scheme, Urban Empowerment Scheme, Startup Incubation Scheme"
46-55,"₹1,00,000 - ₹2,50,000",Employed,Rural,Startup Incubation Scheme
18-25,"₹50,000 - ₹1,00,000",Student,Rural,"Startup Incubation Scheme, Youth Development Program"
18-25,"Below ₹50,000",Unemployed,Urban,"Education Grant Program, Startup Incubation Scheme"
18-25,"₹50,000 - ₹1,00,000",Unemployed,Urban,"Urban Empowerment Scheme, Startup Incubation Scheme"
18-25,"₹50,000 - ₹1,00,000",Retired,Rural,"Senior Citizen Welfare Scheme, Startup Incubation Scheme"
18-25,"Below ₹50,000",Retired,Rural,"Senior Citizen Welfare Scheme, Education Grant Program, Startup Incubation Scheme"
26-35,"₹1,00,000 - ₹2,50,000",Unemployed,Urban,Startup Incubation Scheme
36-45,"₹50,000 - ₹1,00,000",Student,Urban,"Urban Empowerment Scheme, Startup Incubation Scheme"
18-25,"₹1,00,000 - ₹2,50,000",Student,Rural,"Startup Incubation Scheme, Youth Development Program"
36-45,"₹50,000 - ₹1,00,000",Employed,Urban,"Urban Empowerment Scheme, Startup Incubation Scheme"
56-65,"₹2,50,000 - ₹5,00,000",Retired,Urban,"Senior Citizen Welfare Scheme, Startup Incubation Scheme"
36-45,"₹50,000 - ₹1,00,000",Retired,Urban,"Senior Citizen Welfare Scheme, Urban Empowerment Scheme, Startup Incubation Scheme"
26-35,"Above ₹5,00,000",Retired,Rural,"Senior Citizen Welfare Scheme, Housing Development Program, Startup Incubation Scheme"
36-45,"Below ₹50,000",Student,Rural,"Education Grant Program, Startup Incubation Scheme"
18-25,"₹50,000 - ₹1,00,000",Student,Rural,"Startup Incubation Scheme, Youth Development Program"
36-45,"Above ₹5,00,000",Employed,Rural,"Housing Development Program, Startup Incubation Scheme"
18-25,"Above ₹5,00,000",Employed,Rural,"Housing Development Program, Startup Incubation Scheme"
36-45,"₹2,50,000 - ₹5,00,000",Retired,Urban,"Senior Citizen Welfare Scheme, Startup Incubation Scheme"
36-45,"Above ₹5,00,000",Employed,Rural,"Housing Development Program, Startup Incubation Scheme"
18-25,"₹50,000 - ₹1,00,000",Retired,Urban,"Senior Citizen Welfare Scheme, Urban Empowerment Scheme, Startup Incubation Scheme"
36-45,"₹1,00,000 - ₹2,50,000",Student,Rural,Startup Incubation Scheme
26-35,"Above ₹5,00,000",Student,Rural,"Housing Development Program, Startup Incubation Scheme"
56-65,"Below ₹50,000",Student,Rural,"Education Grant Program, Startup Incubation Scheme"
36-45,"₹2,50,000 - ₹5,00,000",Unemployed,Rural,"Rural Rehabilitation Scheme, Startup Incubation Scheme"
56-65,"₹1,00,000 - ₹2,50,000",Employed,Urban,Startup Incubation Scheme
56-65,"Below ₹50,000",Unemployed,Urban,"Education Grant Program, Startup Incubation Scheme"
46-55,"Below ₹50,000",Unemployed,Urban,"Education Grant Program, Startup Incubation Scheme"
46-55,"₹50,000 - ₹1,00,000",Unemployed,Rural,"Rural Rehabilitation Scheme, Startup Incubation Scheme"
26-35,"₹50,000 - ₹1,00,000",Retired,Rural,"Senior Citizen Welfare Scheme, Startup Incubation Scheme"
18-25,"₹50,000 - ₹1,00,000",Retired,Rural,"Senior Citizen Welfare Scheme, Startup Incubation Scheme"
56-65,"Below ₹50,000",Retired,Rural,"Senior Citizen Welfare Scheme, Education Grant Program, Startup Incubation Scheme"
26-35,"₹2,50,000 - ₹5,00,000",Student,Rural,Startup Incubation Scheme
26-35,"₹2,50,000 - ₹5,00,000",Unemployed,Rural,"Rural Rehabilitation Scheme, Startup Incubation Scheme"
46-55,"₹50,000 - ₹1,00,000",Student,Urban,"Urban Empowerment Scheme, Startup Incubation Scheme"
36-45,"Above ₹5,00,000",Student,Urban,"Housing Development Program, Startup Incubation Scheme"
36-45,"₹1,00,000 - ₹2,50,000",Student,Rural,Startup Incubation Scheme
36-45,"Above ₹5,00,000",Employed,Urban,"Housing Development Program, Startup Incubation Scheme"
26-35,"₹1,00,000 - ₹2,50,000",Student,Rural,Startup Incubation Scheme
26-35,"₹1,00,000 - ₹2,50,000",Employed,Rural,Startup Incubation Scheme
36-45,"₹1,00,000 - ₹2,50,000",Unemployed,Rural,"Rural Rehabilitation Scheme, Startup Incubation Scheme"
56-65,"₹50,000 - ₹1,00,000",Employed,Rural,Startup Incubation Scheme
46-55,"Below ₹50,000",Retired,Urban,"Senior Citizen Welfare Scheme, Education Grant Program, Startup Incubation Scheme"
26-35,"₹50,000 - ₹1,00,000",Student,Urban,"Urban Empowerment Scheme, Startup Incubation Scheme"
26-35,"Above ₹5,00,000",Student,Rural,"Housing Development Program, Startup Incubation Scheme"
18-25,"₹2,50,000 - ₹5,00,000",Student,Urban,"Startup Incubation Scheme, Youth Development Program"
18-25,"Above ₹5,00,000",Retired,Rural,"Senior Citizen Welfare Scheme, Housing Development Program, Startup Incubation Scheme"
26-35,"Above ₹5,00,000",Retired,Rural,"Senior Citizen Welfare Scheme, Housing Development Program, Startup Incubation Scheme"
18-25,"₹50,000 - ₹1,00,000",Employed,Urban,"Urban Empowerment Scheme, Startup Incubation Scheme"
26-35,"Below ₹50,000",Unemployed,Urban,"Education Grant Program, Startup Incubation Scheme"
46-55,"Below ₹50,000",Employed,Urban,"Education Grant Program, Startup Incubation Scheme"
36-45,"₹2,50,000 - ₹5,00,000",Unemployed,Rural,"Rural Rehabilitation Scheme, Startup Incubation Scheme"
46-55,"₹50,000 - ₹1,00,000",Retired,Rural,"Senior Citizen Welfare Scheme, Startup Incubation Scheme"
36-45,"Below ₹50,000",Retired,Rural,"Senior Citizen Welfare Scheme, Education Grant Program, Startup Incubation Scheme"
18-25,"₹1,00,000 - ₹2,50,000",Retired,Rural,"Senior Citizen Welfare Scheme, Startup Incubation Scheme"
18-25,"Below ₹50,000",Student,Rural,"Education Grant Program, Startup Incubation Scheme, Youth Development Program"
56-65,"₹2,50,000 - ₹5,00,000",Employed,Urban,Startup Incubation Scheme
26-35,"Below ₹50,000",Retired,Urban,"Senior Citizen Welfare Scheme, Education Grant Program, Startup Incubation Scheme"
46-55,"₹1,00,000 - ₹2,50,000",Retired,Rural,"Senior Citizen Welfare Scheme, Startup Incubation Scheme"
46-55,"Above ₹5,00,000",Employed,Urban,"Housing Development Program, Startup Incubation Scheme"
56-65,"₹2,50,000 - ₹5,00,000",Student,Rural,Startup Incubation Scheme
18-25,"Below ₹50,000",Unemployed,Rural,"Education Grant Program, Rural Rehabilitation Scheme, Startup Incubation Scheme"
18-25,"Below ₹50,000",Retired,Rural,"Senior Citizen Welfare Scheme, Education Grant Program, Startup Incubation Scheme"
36-45,"Below ₹50,000",Student,Urban,"Education Grant Program, Startup Incubation Scheme"
36-45,"Below ₹50,000",Retired,Rural,"Senior Citizen Welfare Scheme, Education Grant Program, Startup Incubation Scheme"
46-55,"Above ₹5,00,000",Employed,Urban,"Housing Development Program, Startup Incubation Scheme"
18-25,"Above ₹5,00,000",Retired,Urban,"Senior Citizen Welfare Scheme, Housing Development Program, Startup Incubation Scheme"
18-25,"Above ₹5,00,000",Unemployed,Rural,"Housing Development Program, Rural Rehabilitation Scheme, Startup Incubation Scheme"
36-45,"₹50,000 - ₹1,00,000",Student,Urban,"Urban Empowerment Scheme, Startup Incubation Scheme"
56-65,"₹1,00,000 - ₹2,50,000",Employed,Urban,Startup Incubation Scheme
26-35,"Below ₹50,000",Employed,Rural,"Education Grant Program, Startup Incubation Scheme"
36-45,"₹50,000 - ₹1,00,000",Unemployed,Rural,"Rural Rehabilitation Scheme, Startup Incubation Scheme"
18-25,"₹1,00,000 - ₹2,50,000",Employed,Urban,Startup Incubation Scheme
36-45,"₹50,000 - ₹1,00,000",Unemployed,Rural,"Rural Rehabilitation Scheme, Startup Incubation Scheme"
18-25,"Above ₹5,00,000",Unemployed,Urban,"Housing Development Program, Startup Incubation Scheme"
26-35,"Above ₹5,00,000",Student,Urban,"Housing Development Program, Startup Incubation Scheme"
36-45,"₹1,00,000 - ₹2,50,000",Student,Urban,Startup Incubation Scheme
26-35,"₹50,000 - ₹1,00,000",Unemployed,Rural,"Rural Rehabilitation Scheme, Startup Incubation Scheme"
36-45,"₹1,00,000 - ₹2,50,000",Unemployed,Rural,"Rural Rehabilitation Scheme, Startup Incubation Scheme"
36-45,"₹2,50,000 - ₹5,00,000",Student,Urban,Startup Incubation Scheme
56-65,"₹50,000 - ₹1,00,000",Retired,Rural,"Senior Citizen Welfare Scheme, Startup Incubation Scheme"
18-25,"Below ₹50,000",Unemployed,Rural,"Education Grant Program, Rural Rehabilitation Scheme, Startup Incubation Scheme"
18-25,"₹2,50,000 - ₹5,00,000",Unemployed,Urban,Startup Incubation Scheme
26-35,"₹1,00,000 - ₹2,50,000",Student,Urban,Startup Incubation Scheme
26-35,"Above ₹5,00,000",Employed,Urban,"Housing Development Program, Startup Incubation Scheme"
46-55,"₹2,50,000 - ₹5,00,000",Student,Rural,Startup Incubation Scheme
26-35,"₹50,000 - ₹1,00,000",Unemployed,Urban,"Urban Empowerment Scheme, Startup Incubation Scheme"
56-65,"₹1,00,000 - ₹2,50,000",Unemployed,Urban,Startup Incubation Scheme
56-65,"Above ₹5,00,000",Student,Rural,"Housing Development Program, Startup Incubation Scheme"
26-35,"₹50,000 - ₹1,00,000",Unemployed,Rural,"Rural Rehabilitation Scheme, Startup Incubation Scheme"
36-45,"₹2,50,000 - ₹5,00,000",Student,Rural,Startup Incubation Scheme
26-35,"₹1,00,000 - ₹2,50,000",Student,Rural,Startup Incubation Scheme
36-45,"₹2,50,000 - ₹5,00,000",Student,Rural,Startup Incubation Scheme
36-45,"Above ₹5,00,000",Unemployed,Rural,"Housing Development Program, Rural Rehabilitation Scheme, Startup Incubation Scheme"
56-65,"₹2,50,000 - ₹5,00,000",Unemployed,Urban,Startup Incubation Scheme
18-25,"Below ₹50,000",Employed,Rural,"Education Grant Program, Startup Incubation Scheme"
36-45,"₹50,000 - ₹1,00,000",Retired,Urban,"Senior Citizen Welfare Scheme, Urban Empowerment Scheme, Startup Incubation Scheme"
46-55,"₹1,00,000 - ₹2,50,000",Unemployed,Rural,"Rural Rehabilitation Scheme, Startup Incubation Scheme"
36-45,"Below ₹50,000",Retired,Rural,"Senior Citizen Welfare Scheme, Education Grant Program, Startup Incubation Scheme"
26-35,"₹2,50,000 - ₹5,00,000",Employed,Urban,Startup Incubation Scheme
18-25,"Below ₹50,000",Unemployed,Rural,"Education Grant Program, Rural Rehabilitation Scheme, Startup Incubation Scheme"
18-25,"₹2,50,000 - ₹5,00,000",Student,Rural,"Startup Incubation Scheme, Youth Development Program"
18-25,"Above ₹5,00,000",Retired,Urban,"Senior Citizen Welfare Scheme, Housing Development Program, Startup Incubation Scheme"
36-45,"Above ₹5,00,000",Retired,Urban,"Senior Citizen Welfare Scheme, Housing Development Program, Startup Incubation Scheme"
56-65,"Below ₹50,000",Unemployed,Rural,"Education Grant Program, Rural Rehabilitation Scheme, Startup Incubation Scheme"
46-55,"₹50,000 - ₹1,00,000",Retired,Rural,"Senior Citizen Welfare Scheme, Startup Incubation Scheme"
36-45,"₹50,000 - ₹1,00,000",Student,Rural,Startup Incubation Scheme
18-25,"₹1,00,000 - ₹2,50,000",Retired,Rural,"Senior Citizen Welfare Scheme, Startup Incubation Scheme"
18-25,"₹50,000 - ₹1,00,000",Retired,Urban,"Senior Citizen Welfare Scheme, Urban Empowerment Scheme, Startup Incubation Scheme"
26-35,"₹2,50,000 - ₹5,00,000",Unemployed,Urban,Startup Incubation Scheme
46-55,"₹1,00,000 - ₹2,50,000",Unemployed,Urban,Startup Incubation Scheme
56-65,"₹50,000 - ₹1,00,000",Student,Urban,"Urban Empowerment Scheme, Startup Incubation Scheme"
46-55,"₹2,50,000 - ₹5,00,000",Retired,Urban,"Senior Citizen Welfare Scheme, Startup Incubation Scheme"
56-65,"₹1,00,000 - ₹2,50,000",Student,Urban,Startup Incubation Scheme
26-35,"Below ₹50,000",Unemployed,Rural,"Education Grant Program, Rural Rehabilitation Scheme, Startup Incubation Scheme"
36-45,"₹2,50,000 - ₹5,00,000",Unemployed,Rural,"Rural Rehabilitation Scheme, Startup Incubation Scheme"
46-55,"Above ₹5,00,000",Student,Urban,"Housing Development Program, Startup Incubation Scheme"
46-55,"Above ₹5,00,000",Unemployed,Urban,"Housing Development Program, Startup Incubation Scheme"
36-45,"₹1,00,000 - ₹2,50,000",Retired,Rural,"Senior Citizen Welfare Scheme, Startup Incubation Scheme"
56-65,"₹50,000 - ₹1,00,000",Retired,Rural,"Senior Citizen Welfare Scheme, Startup Incubation Scheme"
56-65,"₹2,50,000 - ₹5,00,000",Employed,Urban,Startup Incubation Scheme
26-35,"₹2,50,000 - ₹5,00,000",Student,Rural,Startup Incubation Scheme
56-65,"Above ₹5,00,000",Student,Urban,"Housing Development Program, Startup Incubation Scheme"
26-35,"₹50,000 - ₹1,00,000",Employed,Rural,Startup Incubation Scheme
36-45,"Above ₹5,00,000",Retired,Urban,"Senior Citizen Welfare Scheme, Housing Development Program, Startup Incubation Scheme"
26-35,"Above ₹5,00,000",Employed,Rural,"Housing Development Program, Startup Incubation Scheme"
56-65,"₹1,00,000 - ₹2,50,000",Student,Rural,Startup Incubation Scheme
36-45,"Above ₹5,00,000",Employed,Rural,"Housing Development Program, Startup Incubation Scheme"
56-65,"Below ₹50,000",Student,Rural,"Education Grant Program, Startup Incubation Scheme"
18-25,"Above ₹5,00,000",Student,Rural,"Housing Development Program, Startup Incubation Scheme, Youth Development Program"
36-45,"₹2,50,000 - ₹5,00,000",Student,Rural,Startup Incubation Scheme
46-55,"₹50,000 - ₹1,00,000",Employed,Urban,"Urban Empowerment Scheme, Startup Incubation Scheme"
26-35,"Above ₹5,00,000",Retired,Urban,"Senior Citizen Welfare Scheme, Housing Development Program, Startup Incubation Scheme"
18-25,"₹50,000 - ₹1,00,000",Employed,Rural,Startup Incubation Scheme
46-55,"₹2,50,000 - ₹5,00,000",Employed,Rural,Startup Incubation Scheme
36-45,"₹50,000 - ₹1,00,000",Employed,Rural,Startup Incubation Scheme
26-35,"₹50,000 - ₹1,00,000",Student,Rural,Startup Incubation Scheme
46-55,"₹2,50,000 - ₹5,00,000",Unemployed,Rural,"Rural Rehabilitation Scheme, Startup Incubation Scheme"
26-35,"Below ₹50,000",Retired,Rural,"Senior Citizen Welfare Scheme, Education Grant Program, Startup Incubation Scheme"
18-25,"Above ₹5,00,000",Retired,Rural,"Senior Citizen Welfare Scheme, Housing Development Program, Startup Incubation Scheme"
18-25,"₹2,50,000 - ₹5,00,000",Employed,Rural,Startup Incubation Scheme
18-25,"₹2,50,000 - ₹5,00,000",Student,Rural,"Startup Incubation Scheme, Youth Development Program"
36-45,"₹1,00,000 - ₹2,50,000",Employed,Rural,Startup Incubation Scheme
18-25,"₹50,000 - ₹1,00,000",Student,Urban,"Urban Empowerment Scheme, Startup Incubation Scheme, Youth Development Program"
26-35,"₹1,00,000 - ₹2,50,000",Unemployed,Rural,"Rural Rehabilitation Scheme, Startup Incubation Scheme"
18-25,"₹2,50,000 - ₹5,00,000",Employed,Urban,Startup Incubation Scheme
46-55,"Above ₹5,00,000",Employed,Rural,"Housing Development Program, Startup Incubation Scheme"
36-45,"Below ₹50,000",Student,Urban,"Education Grant Program, Startup Incubation Scheme"
18-25,"Above ₹5,00,000",Student,Urban,"Housing Development Program, Startup Incubation Scheme, Youth Development Program"
26-35,"₹1,00,000 - ₹2,50,000",Unemployed,Rural,"Rural Rehabilitation Scheme, Startup Incubation Scheme"
36-45,"Above ₹5,00,000",Unemployed,Urban,"Housing Development Program, Startup Incubation Scheme"
18-25,"₹1,00,000 - ₹2,50,000",Employed,Rural,Startup Incubation Scheme
18-25,"Above ₹5,00,000",Student,Urban,"Housing Development Program, Startup Incubation Scheme, Youth Development Program"
46-55,"Above ₹5,00,000",Retired,Rural,"Senior Citizen Welfare Scheme, Housing Development Program, Startup Incubation Scheme"
46-55,"Below ₹50,000",Employed,Urban,"Education Grant Program, Startup Incubation Scheme"
46-55,"₹50,000 - ₹1,00,000",Retired,Rural,"Senior Citizen Welfare Scheme, Startup Incubation Scheme"
46-55,"₹2,50,000 - ₹5,00,000",Student,Rural,Startup Incubation Scheme
18-25,"Above ₹5,00,000",Employed,Rural,"Housing Development Program, Startup Incubation Scheme"
26-35,"₹2,50,000 - ₹5,00,000",Employed,Rural,Startup Incubation Scheme
56-65,"₹1,00,000 - ₹2,50,000",Unemployed,Urban,Startup Incubation Scheme
36-45,"Below ₹50,000",Retired,Rural,"Senior Citizen Welfare Scheme, Education Grant Program, Startup Incubation Scheme"
46-55,"Below ₹50,000",Student,Urban,"Education Grant Program, Startup Incubation Scheme"
56-65,"Below ₹50,000",Unemployed,Urban,"Education Grant Program, Startup Incubation Scheme"
36-45,"Below ₹50,000",Employed,Urban,"Education Grant Program, Startup Incubation Scheme"
56-65,"Below ₹50,000",Unemployed,Urban,"Education Grant Program, Startup Incubation Scheme"
46-55,"Below ₹50,000",Retired,Urban,"Senior Citizen Welfare Scheme, Education Grant Program, Startup Incubation Scheme"
46-55,"₹1,00,000 - ₹2,50,000",Retired,Rural,"Senior Citizen Welfare Scheme, Startup Incubation Scheme"
46-55,"₹50,000 - ₹1,00,000",Unemployed,Urban,"Urban Empowerment Scheme, Startup Incubation Scheme"
46-55,"Below ₹50,000",Employed,Urban,"Education Grant Program, Startup Incubation Scheme"
46-55,"₹50,000 - ₹1,00,000",Student,Rural,Startup Incubation Scheme
56-65,"₹50,000 - ₹1,00,000",Unemployed,Rural,"Rural Rehabilitation Scheme, Startup Incubation Scheme"
26-35,"Above ₹5,00,000",Unemployed,Rural,"Housing Development Program, Rural Rehabilitation Scheme, Startup Incubation Scheme"
56-65,"Below ₹50,000",Employed,Rural,"Education Grant Program, Startup Incubation Scheme"
26-35,"₹50,000 - ₹1,00,000",Employed,Rural,Startup Incubation Scheme
26-35,"₹2,50,000 - ₹5,00,000",Retired,Rural,"Senior Citizen Welfare Scheme, Startup Incubation Scheme"
18-25,"Above ₹5,00,000",Unemployed,Urban,"Housing Development Program, Startup Incubation Scheme"
56-65,"Above ₹5,00,000",Student,Urban,"Housing Development Program, Startup Incubation Scheme"
56-65,"Above ₹5,00,000",Retired,Rural,"Senior Citizen Welfare Scheme, Housing Development Program, Startup Incubation Scheme"
18-25,"₹1,00,000 - ₹2,50,000",Employed,Urban,Startup Incubation Scheme
46-55,"Below ₹50,000",Unemployed,Rural,"Education Grant Program, Rural Rehabilitation Scheme, Startup Incubation Scheme"
46-55,"₹50,000 - ₹1,00,000",Student,Rural,Startup Incubation Scheme
18-25,"Above ₹5,00,000",Student,Rural,"Housing Development Program, Startup Incubation Scheme, Youth Development Program"
26-35,"₹2,50,000 - ₹5,00,000",Employed,Urban,Startup Incubation Scheme
26-35,"Below ₹50,000",Retired,Urban,"Senior Citizen Welfare Scheme, Education Grant Program, Startup Incubation Scheme"
18-25,"₹2,50,000 - ₹5,00,000",Unemployed,Rural,"Rural Rehabilitation Scheme, Startup Incubation Scheme"
18-25,"₹1,00,000 - ₹2,50,000",Unemployed,Urban,Startup Incubation Scheme
36-45,"₹1,00,000 - ₹2,50,000",Retired,Urban,"Senior Citizen Welfare Scheme, Startup Incubation Scheme"
26-35,"Above ₹5,00,000",Retired,Rural,"Senior Citizen Welfare Scheme, Housing Development Program, Startup Incubation Scheme"
56-65,"₹1,00,000 - ₹2,50,000",Retired,Urban,"Senior Citizen Welfare Scheme, Startup Incubation Scheme"
56-65,"Below ₹50,000",Retired,Urban,"Senior Citizen Welfare Scheme, Education Grant Program, Startup Incubation Scheme"
18-25,"Below ₹50,000",Retired,Urban,"Senior Citizen Welfare Scheme, Education Grant Program, Startup Incubation Scheme"
56-65,"Below ₹50,000",Retired,Urban,"Senior Citizen Welfare Scheme, Education Grant Program, Startup Incubation Scheme"
46-55,"Below ₹50,000",Employed,Rural,"Education Grant Program, Startup Incubation Scheme"
46-55,"Above ₹5,00,000",Unemployed,Rural,"Housing Development Program, Rural Rehabilitation Scheme, Startup Incubation Scheme"
46-55,"₹1,00,000 - ₹2,50,000",Student,Urban,Startup Incubation Scheme
46-55,"Above ₹5,00,000",Unemployed,Rural,"Housing Development Program, Rural Rehabilitation Scheme, Startup Incubation Scheme"
36-45,"₹50,000 - ₹1,00,000",Student,Urban,"Urban Empowerment Scheme, Startup Incubation Scheme"
56-65,"₹2,50,000 - ₹5,00,000",Employed,Urban,Startup Incubation Scheme
36-45,"Below ₹50,000",Student,Rural,"Education Grant Program, Startup Incubation Scheme"
56-65,"₹1,00,000 - ₹2,50,000",Retired,Urban,"Senior Citizen Welfare Scheme, Startup Incubation Scheme"
46-55,"₹1,00,000 - ₹2,50,000",Student,Rural,Startup Incubation Scheme
18-25,"Below ₹50,000",Employed,Rural,"Education Grant Program, Startup Incubation Scheme"
46-55,"₹50,000 - ₹1,00,000",Student,Rural,Startup Incubation Scheme
46-55,"₹1,00,000 - ₹2,50,000",Employed,Rural,Startup Incubation Scheme
36-45,"₹1,00,000 - ₹2,50,000",Student,Urban,Startup Incubation Scheme
26-35,"₹2,50,000 - ₹5,00,000",Unemployed,Urban,Startup Incubation Scheme
26-35,"₹50,000 - ₹1,00,000",Retired,Rural,"Senior Citizen Welfare Scheme, Startup Incubation Scheme"
56-65,"Below ₹50,000",Unemployed,Rural,"Education Grant Program, Rural Rehabilitation Scheme, Startup Incubation Scheme"
18-25,"₹1,00,000 - ₹2,50,000",Retired,Urban,"Senior Citizen Welfare Scheme, Startup Incubation Scheme"
56-65,"Above ₹5,00,000",Employed,Urban,"Housing Development Program, Startup Incubation Scheme"
26-35,"Below ₹50,000",Retired,Urban,"Senior Citizen Welfare Scheme, Education Grant Program, Startup Incubation Scheme"
56-65,"Above ₹5,00,000",Student,Rural,"Housing Development Program, Startup Incubation Scheme"
26-35,"Above ₹5,00,000",Employed,Rural,"Housing Development Program, Startup Incubation Scheme"
46-55,"₹50,000 - ₹1,00,000",Unemployed,Rural,"Rural Rehabilitation Scheme, Startup Incubation Scheme"
36-45,"₹50,000 - ₹1,00,000",Employed,Urban,"Urban Empowerment Scheme, Startup Incubation Scheme"
18-25,"Below ₹50,000",Retired,Rural,"Senior Citizen Welfare Scheme, Education Grant Program, Startup Incubation Scheme"
46-55,"Below ₹50,000",Unemployed,Urban,"Education Grant Program, Startup Incubation Scheme"
18-25,"₹50,000 - ₹1,00,000",Unemployed,Rural,"Rural Rehabilitation Scheme, Startup Incubation Scheme"
56-65,"₹2,50,000 - ₹5,00,000",Retired,Rural,"Senior Citizen Welfare Scheme, Startup Incubation Scheme"
46-55,"₹2,50,000 - ₹5,00,000",Unemployed,Urban,Startup Incubation Scheme
56-65,"Below ₹50,000",Employed,Rural,"Education Grant Program, Startup Incubation Scheme"
56-65,"₹1,00,000 - ₹2,50,000",Employed,Urban,Startup Incubation Scheme
56-65,"Above ₹5,00,000",Employed,Urban,"Housing Development Program, Startup Incubation Scheme"
26-35,"₹1,00,000 - ₹2,50,000",Retired,Rural,"Senior Citizen Welfare Scheme, Startup Incubation Scheme"
18-25,"₹2,50,000 - ₹5,00,000",Employed,Urban,Startup Incubation Scheme
18-25,"₹1,00,000 - ₹2,50,000",Employed,Urban,Startup Incubation Scheme
56-65,"Above ₹5,00,000",Employed,Rural,"Housing Development Program, Startup Incubation Scheme"
36-45,"₹1,00,000 - ₹2,50,000",Student,Rural,Startup Incubation Scheme
18-25,"Below ₹50,000",Unemployed,Rural,"Education Grant Program, Rural Rehabilitation Scheme, Startup Incubation Scheme"
36-45,"Below ₹50,000",Employed,Urban,"Education Grant Program, Startup Incubation Scheme"
36-45,"₹50,000 - ₹1,00,000",Retired,Urban,"Senior Citizen Welfare Scheme, Urban Empowerment Scheme, Startup Incubation Scheme"
56-65,"Below ₹50,000",Student,Rural,"Education Grant Program, Startup Incubation Scheme"
36-45,"₹2,50,000 - ₹5,00,000",Student,Rural,Startup Incubation Scheme
56-65,"Below ₹50,000",Retired,Rural,"Senior Citizen Welfare Scheme, Education Grant Program, Startup Incubation Scheme"
36-45,"₹2,50,000 - ₹5,00,000",Employed,Rural,Startup Incubation Scheme
18-25,"Above ₹5,00,000",Retired,Rural,"Senior Citizen Welfare Scheme, Housing Development Program, Startup Incubation Scheme"
18-25,"₹1,00,000 - ₹2,50,000",Unemployed,Rural,"Rural Rehabilitation Scheme, Startup Incubation Scheme"
36-45,"₹2,50,000 - ₹5,00,000",Retired,Urban,"Senior Citizen Welfare Scheme, Startup Incubation Scheme"
36-45,"Below ₹50,000",Retired,Rural,"Senior Citizen Welfare Scheme, Education Grant Program, Startup Incubation Scheme"
46-55,"₹1,00,000 - ₹2,50,000",Retired,Rural,"Senior Citizen Welfare Scheme, Startup Incubation Scheme"
18-25,"₹50,000 - ₹1,00,000",Unemployed,Rural,"Rural Rehabilitation Scheme, Startup Incubation Scheme"
56-65,"₹50,000 - ₹1,00,000",Student,Urban,"Urban Empowerment Scheme, Startup Incubation Scheme"
46-55,"₹50,000 - ₹1,00,000",Unemployed,Rural,"Rural Rehabilitation Scheme, Startup Incubation Scheme"
26-35,"Above ₹5,00,000",Student,Urban,"Housing Development Program, Startup Incubation Scheme"
